"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.08201293793729177,0.7279761566721286,2.6333333333333333
1,0.2913570396224909,0.7279761566721286,3.7
2,0.4905539199153058,0.7279761566721286,4.3
3,0.4895679895697178,0.7279761566721286,4.433333333333334
4,0.5291219339200147,0.7279761566721286,4.466666666666667
5,0.5831879928148919,0.7279761566721286,4.5
6,0.5444668597523485,0.7279761566721286,4.466666666666667
7,0.6351692214419878,0.7279761566721286,4.633333333333334
8,0.6536188219478525,0.7279761566721286,4.666666666666667
9,0.5854655017023619,0.7279761566721286,4.6
