"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.07497480625993891,0.4807823776320381,10.133333333333333
1,5.235953992216231e-7,0.000011818987944608494,8.866666666666667
2,0.0378810355101756,0.11340451246980734,11.566666666666666
3,0.0000057256446075736255,0.00003370240170952446,9
4,0.02085474214836808,0.04309403687526013,11.1
5,0.000013007282098850924,0.00003370510213232218,8.333333333333334
6,0.019916875987829912,0.042923242596495485,11.3
7,0.000013660075113223858,0.00003370510213232218,8.333333333333334
8,0.017552488017991596,0.02088427120090559,10.933333333333334
9,0.000018305384878305467,0.00003381689012544799,8.9
