"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.07182183707527313,0.8487288703625475,9.366666666666667
1,1.599872513069929e-7,0.0000017913092216264762,7.8
2,0.05268604638671317,0.07828384971856156,14.033333333333333
3,0.000020507043404206717,0.0005832546827414673,6.9
4,0.02542927735025519,0.084008969602671,11.433333333333334
5,0.000016712060149167055,0.00036710780170771875,6.9
6,0.012669345458431956,0.05062513371197037,11.966666666666667
7,0.00003952560345396258,0.00036710780170771875,6.833333333333333
8,0.006155389530520183,0.013897686226648399,11.8
9,0.0000950402481556397,0.00036710780170771875,7.633333333333334
