"Epoch","Error X","Error Y","Global Best X","Global Best Y"
1,5157.548463848533,3393.026007553268,24.150293000306686,11.148145330865106
2,4901.095423877839,3635.9360773370727,24.493300070896005,10.316071926936262
3,4755.448768926542,3461.049500303605,24.802006434426392,9.567205863400302
4,4607.648761124278,3261.799499326208,25.07984216160374,8.893226406217938
5,4425.242386364274,3087.166505871937,25.07984216160374,8.893226406217938
6,3431.181028120802,2797.955915249054,24.83664629262363,5.017160995766971
7,3312.9943873319703,2679.7525177599337,23.83861393360118,5.079861955441296
8,3169.8778534993057,2532.2637672538076,22.83962848122211,5.1248960085010165
9,3041.599453111184,2385.8225076608737,21.84057291911403,5.168346944289674
10,2925.049203028858,2245.3568828170905,20.84149539901548,5.211290032601124
11,2898.4121825188586,2156.9715697799124,20.62119120157341,6.186721250365557
12,2737.76489972351,2006.606599685298,20.465882285521335,7.15087401093109
13,2577.8202349745075,1893.0741385921397,20.465882285521335,7.15087401093109
14,2385.6318332480673,1771.7740801892248,19.841355320701993,6.984608883883285
15,2260.6209326786684,1658.4313842856516,19.841355320701993,6.984608883883285
16,2140.069071893768,1550.9141071950978,19.841355320701993,6.984608883883285
17,2023.834825791515,1448.1629999084373,19.841355320701993,6.984608883883285
18,1911.953252406206,1349.7255904068595,19.841355320701993,6.984608883883285
19,1805.1661121111074,1255.5439849437093,19.841355320701993,6.984608883883285
20,1702.2123482295997,1166.738090767398,19.841355320701993,6.984608883883285
21,1604.7748325473506,1081.2371194774994,19.841355320701993,6.984608883883285
22,1510.5651210305086,1000.9146720007498,19.841355320701993,6.984608883883285
23,1427.58966145558,924.4993343695435,20.07647642345058,6.935039617409782
24,1353.5720624602172,852.16104508541,20.08201795051416,6.987788885169866
25,1269.9559392674282,786.14529363298,20.04677053599428,6.946223829958249
26,1190.1978458577705,721.6900567569361,20.04677053599428,6.946223829958249
27,1115.323151828156,662.0595932380137,20.04677053599428,6.946223829958249
28,1044.5558682951958,606.2463034735896,20.04677053599428,6.946223829958249
29,977.0801913887028,554.5846909920679,20.04677053599428,6.946223829958249
30,913.998355580206,505.92559373738226,20.034995662326534,6.975709671084328
31,854.0671411601157,461.2175442549749,20.034995662326534,6.975709671084328
32,798.4860975947066,419.5331584212108,20.034995662326534,6.975709671084328
33,745.1413405887847,381.6402718769268,20.039863023678418,6.989706743770257
34,694.8868400863496,347.00888451051867,20.03199445947361,7.00722097441336
35,646.8395845321343,315.67510008208353,20.006703534762487,7.013504933160724
36,601.5034739465594,286.44337106151056,20.006703534762487,7.013504933160724
37,559.8906492890768,259.58304735971547,19.98721891467663,7.0037364162884295
38,519.1811308715291,235.6366140270835,19.98721891467663,7.0037364162884295
39,481.77908664264925,214.3861526821995,19.98721891467663,7.0037364162884295
40,446.4201539154425,195.07118405763134,19.98721891467663,7.0037364162884295
41,413.2618403140472,177.7975617178634,19.995617303454505,7.012394846888705
42,381.9282123080922,162.05824735512027,19.995617303454505,7.012394846888705
43,352.02376680101764,147.33798642614838,19.995617303454505,7.012394846888705
44,325.293853586262,133.71326491666798,19.995617303454505,7.012394846888705
45,298.94359168826423,121.43324255004573,19.995617303454505,7.012394846888705
