Generation,Average Fitness,Best Fitness Individual,Average Correct Bits
0,0.077222157,0.787644562,10.1
1,0.454243374,0.787675335,11.5
2,0.559799456,0.964955055,12.43333333
3,0.565250252,0.964955055,12.76666667
4,0.541881003,0.964991997,12.66666667
5,0.581330912,0.969768241,12.86666667
6,0.642891303,0.998532312,12.63333333
7,0.69802108,0.998760915,12.4
8,0.735333458,0.969694028,12
9,0.806694932,0.978916729,12.1
