"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.12094335964038458,0.654386505421381,10.466666666666667
1,0.4528564752775887,0.9915919655148633,11.533333333333333
2,0.573273633151085,0.9999427810143745,12.233333333333333
3,0.6330105249377534,0.9999427810143745,12.333333333333334
4,0.7158276994736599,0.9999427810143745,13.133333333333333
5,0.7186664904631078,0.9966766571952711,13.433333333333334
6,0.7298989972086463,0.9959637707096665,13.2
7,0.7011886519095217,0.9950804288202818,13.566666666666666
8,0.7982193014721566,0.9950709343533074,13.766666666666667
9,0.7887047061710586,0.9950709343533074,13.933333333333334
