"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.058140599556910984,0.399634778671495,9.6
1,0.24237185828169078,0.44059277949135517,10.633333333333333
2,0.3027282465944216,0.44059277949135517,10.9
3,0.3413750676458261,0.47358891906579625,10.6
4,0.3473049481599828,0.4737446861587226,10.333333333333334
5,0.34612913016099384,0.4737446861587226,11.2
6,0.3643409609001133,0.7440796515923224,11.433333333333334
7,0.3806423129124962,0.8727084716774414,10.933333333333334
8,0.3827093901621668,0.8740170716999535,10.766666666666667
9,0.46279294465880744,0.8740170716999535,10.966666666666667
