"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.13653763049577344,0.9580783518507876,10.433333333333334
1,0.47239756440091213,0.9580691757296245,12.566666666666666
2,0.6995017380891456,0.9871054671359929,13.366666666666667
3,0.7469232696462971,0.9871054671359929,13.6
4,0.7220116848571438,0.987124319291624,13.666666666666666
5,0.7232233995876368,0.9938278638686396,13.633333333333333
6,0.7724859012684019,0.9938278638686396,13.233333333333333
7,0.7688929260477424,0.9926714522212515,13.466666666666667
8,0.6785007068516979,0.9877183280883357,13.166666666666666
9,0.8035456593347561,0.9985418359894772,13.7
