"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.03736468471525885,0.32794253131530066,10.2
1,0.19617244564215214,0.3717838429193029,11.4
2,0.2568175516277822,0.7246720137616085,11.5
3,0.3635043256530634,0.7885990178806087,12.166666666666666
4,0.4800909323646517,0.9207951954812872,12.333333333333334
5,0.5738612412168133,0.9207597794982272,12.766666666666667
6,0.6379311267669295,0.9925672451394044,12.966666666666667
7,0.6802750891850271,0.9925672451394044,13.533333333333333
8,0.6354449189634229,0.982684185386337,13.633333333333333
9,0.6467314997996224,0.9998760292553457,13.733333333333333
