"Unnormalised"
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
20.82,7.02,0.3,0.16,0.2,0.1,0.14,0.08,0.06,0.06,0.02,0.02,0,0.04,0.02,0.02,0.06,0,0.06,0.18,0.06,0.14,0.16,0.22,0.12,0.14,0.18,0.18,0.06,0.12,0.1,0.08,0.12,0.14,0.06,0.22,0.12,0.2,0.1,0.16,0.22,0.14,0.12,0.26,0.1,0.04,0.08,0,0,0,0,
23.1,5.98,0.14,0.16,0.06,0.04,0,0.04,0.12,0.06,0.14,0.18,0.2,0.14,0.14,0.2,0.16,0.18,0.14,0.16,0.16,0.06,0.16,0.12,0.1,0.1,0.14,0.12,0.14,0.08,0.12,0.16,0.18,0.12,0.1,0.1,0.08,0.14,0.04,0.1,0.02,0.04,0.04,0.08,0.04,0.06,0.06,0,0,0,0,
25.06,6.7,0.3,0.24,0.14,0.12,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.06,0,0,0.02,0.02,0,0,0.02,0.04,0,0.16,0.1,0.08,0.12,0.02,0.06,0.04,0.02,0,0.04,0.04,0.16,0.12,0.18,0.18,0.14,0.14,0.1,0.1,0.06,0.08,0.02,0.02,0,0,0,0,0,
27.1,5.64,0.4,0.12,0.22,0.14,0.06,0.06,0.1,0.16,0.14,0.08,0.1,0.06,0.02,0.02,0.04,0,0,0.1,0.12,0.02,0.1,0.06,0.06,0.04,0.06,0.06,0.08,0.18,0.1,0.02,0.1,0.08,0.12,0.1,0.04,0.02,0,0.06,0.02,0,0,0,0,0,0,0,0,0,0,
29.52,5.84,0.14,0.04,0.08,0.08,0.02,0,0.04,0.02,0.02,0.04,0,0,0,0.04,0.04,0,0,0.06,0.04,0,0.06,0.02,0,0.08,0.04,0,0.02,0.04,0,0.06,0.06,0.1,0.08,0.06,0.1,0.04,0.08,0.06,0.06,0.02,0,0,0,0,0,0,0,0,0,
31.32,5.72,0.3,0.16,0.02,0.02,0.04,0.02,0.04,0.04,0.04,0.02,0.06,0.04,0.06,0.04,0.02,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33.56,4.96,0.12,0.04,0.04,0.02,0,0,0.02,0,0,0,0,0,0,0,0.04,0.04,0.04,0,0.02,0,0.04,0.02,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34.96,3.68,0.02,0.02,0,0.02,0,0,0,0.02,0,0.06,0.12,0.04,0.06,0.02,0.08,0.14,0.1,0.04,0.04,0.04,0.04,0.06,0.06,0.08,0,0.14,0.02,0.04,0.02,0.04,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.08,3.3,0.04,0.04,0,0.04,0.02,0.04,0.02,0,0.02,0,0,0,0,0,0.02,0,0,0,0.04,0.04,0.04,0.04,0.06,0.02,0.06,0.02,0,0,0,0,0.02,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,
38.32,3.28,0.02,0.04,0.04,0.02,0.06,0,0,0.06,0,0.02,0.02,0,0,0.02,0.04,0.02,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.84,2.84,0,0.08,0.04,0.02,0,0,0.04,0,0,0,0.02,0,0.02,0.02,0.02,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41.36,2.02,0.02,0.06,0.02,0.1,0.04,0.08,0.06,0.04,0.02,0.04,0,0,0.02,0,0,0.04,0,0.02,0.02,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42.5,2.28,0.02,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,0.02,0,0.02,0,0.04,0.02,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43.84,1.92,0.02,0.08,0,0,0.02,0.04,0.02,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45.06,1.84,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46.42,1.54,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47.62,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49.12,0.8,0.02,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

"Normalised"
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285714,0.00285714,0.994286,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.0025,0,0.995,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222222,0,0.00444444,0.993333,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181818,0,0,0,0,0,0.00181818,0,0,0,0.00181818,0.00545455,0.00181818,0.00363636,0,0.00363636,0,0,0,0,0,0,0,0.00545455,0.974545,
0.005,0.0166667,0.00166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976667,
0.00769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153846,0.00307692,0.00307692,0.00307692,0.00461538,0.00153846,0.00153846,0.00615385,0.0138462,0.02,0.933846,
0.0114286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142857,0,0,0.00285714,0.00428571,0.0142857,0.0271429,0.938571,
0.016,0.0133333,0,0.00266667,0,0,0.00133333,0,0,0,0.00133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133333,0,0.00133333,0.00133333,0,0.00533333,0.004,0.00266667,0.00533333,0.008,0.0146667,0.0426667,0.878667,
0.01875,0.01375,0.0075,0.00625,0.00125,0.00375,0.00125,0.00125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125,0,0,0,0.0025,0,0.0025,0.00125,0.00375,0.00125,0.00375,0.0025,0,0.00125,0,0,0.00125,0,0.00125,0.0025,0.0025,0.00625,0.0075,0.01875,0.05875,0.825,
0.0294118,0.00823529,0.00352941,0.00352941,0.00352941,0.00588235,0.00352941,0.0117647,0.00588235,0.00470588,0,0.00117647,0.00117647,0.00117647,0.00117647,0,0.00117647,0,0,0,0.00117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117647,0,0.00117647,0,0.00117647,0.00823529,0.00823529,0.00352941,0.00705882,0.00705882,0.00588235,0.00470588,0.0294118,0.0670588,0.768235,
0.0477778,0.0122222,0.00888889,0.00888889,0.00222222,0.00444444,0.00444444,0.00222222,0.00333333,0.00111111,0.00222222,0.00111111,0.00111111,0.00111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111111,0.00111111,0,0,0,0.00111111,0.00111111,0.00222222,0.00111111,0.00111111,0.00444444,0.00222222,0.00111111,0.00111111,0.00222222,0,0.00222222,0.00111111,0.00777778,0.00888889,0.0255556,0.0422222,0.103333,0.687778,
0.0705263,0.137895,0.00736842,0.00526316,0.00421053,0.00526316,0.00105263,0.00210526,0.00315789,0.00105263,0.00105263,0.00105263,0.00105263,0.00210526,0.00105263,0,0.00210526,0,0.00105263,0.00210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105263,0.00105263,0.00105263,0.00421053,0.00315789,0.00315789,0.00421053,0.00526316,0.00631579,0.00210526,0.00736842,0.00631579,0.00421053,0.0136842,0.0378947,0.0957895,0.553684,
0.106,0.073,0.005,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.001,0.001,0.001,0.001,0.003,0.002,0.003,0.001,0.001,0,0.001,0,0,0,0,0.001,0.002,0.003,0.008,0.005,0.007,0.011,0.014,0.014,0.022,0.023,0.026,0.036,0.051,0.066,0.117,0.389,
0.127619,0.110476,0.0152381,0.00952381,0.00952381,0.00666667,0.00761905,0.0047619,0.000952381,0.0047619,0.00190476,0.000952381,0.000952381,0.00285714,0.00190476,0,0,0,0,0,0,0,0,0,0.000952381,0,0.000952381,0.000952381,0,0.00190476,0.000952381,0.00380952,0.00190476,0.00285714,0.00285714,0.0047619,0.0047619,0.00761905,0.00761905,0.00571429,0.0047619,0.00857143,0.0104762,0.00761905,0.0142857,0.0238095,0.0419048,0.0466667,0.0904762,0.128571,0.269524,
0.165455,0.0654545,0.00727273,0.00636364,0.00181818,0.00181818,0.00181818,0.00272727,0,0.00181818,0.000909091,0.00727273,0.00181818,0.000909091,0.00454545,0.00181818,0.00272727,0.00636364,0.00454545,0,0.00272727,0.00181818,0.00363636,0.00181818,0.000909091,0.00181818,0.000909091,0.00181818,0.00363636,0.000909091,0.00363636,0.000909091,0.00454545,0.00454545,0.00636364,0.00636364,0.00727273,0.00818182,0.00909091,0.0109091,0.0145455,0.0118182,0.0127273,0.0154545,0.0236364,0.0372727,0.04,0.0645455,0.0954545,0.113636,0.203636,
0.20087,0.14,0.0121739,0.0121739,0.0026087,0.00173913,0.000869565,0.00173913,0.00173913,0,0.0026087,0.000869565,0.0026087,0.00173913,0.00173913,0.00434783,0,0.00173913,0.00347826,0.00173913,0.000869565,0.000869565,0.000869565,0.0026087,0.000869565,0,0.00173913,0.0026087,0.000869565,0.000869565,0.00173913,0.00434783,0.00434783,0.00434783,0.0026087,0.00173913,0.00782609,0.00434783,0.00782609,0.00695652,0.00956522,0.00695652,0.013913,0.033913,0.026087,0.0278261,0.0530435,0.0695652,0.0956522,0.105217,0.105217,
0.23,0.208333,0.00916667,0.00583333,0.0075,0.00166667,0.0025,0.000833333,0.000833333,0.000833333,0.0075,0,0.000833333,0.000833333,0.0025,0.00416667,0,0.0025,0.00166667,0.000833333,0.00166667,0.000833333,0.005,0.0025,0.000833333,0.00166667,0.00416667,0.00166667,0.00333333,0.0025,0.00583333,0.00666667,0.00666667,0.0025,0.00333333,0.00333333,0.00666667,0.00583333,0.00416667,0.00583333,0.0075,0.0108333,0.0225,0.0141667,0.0175,0.0191667,0.035,0.0558333,0.085,0.1,0.0691667,
0.288,0.2136,0.0048,0.0008,0.0032,0.0024,0.0008,0.0048,0.0048,0.0024,0.0016,0.0024,0.004,0.0008,0,0.0008,0.0016,0,0.0008,0.0024,0,0,0.0032,0.0024,0.004,0,0.004,0.0048,0.0024,0.0064,0.0064,0.0056,0.0088,0.0088,0.008,0.0144,0.0072,0.0144,0.0128,0.0096,0.0184,0.0088,0.0128,0.02,0.0288,0.024,0.0256,0.0448,0.0424,0.0616,0.0496,
0.334615,0.139231,0.0161538,0.00846154,0.00538462,0.00230769,0.00153846,0.00384615,0.000769231,0.00307692,0.00307692,0.00230769,0.00153846,0.00153846,0.000769231,0.000769231,0.00153846,0.00153846,0.00384615,0,0.00230769,0.00153846,0.00230769,0.000769231,0.00307692,0.00461538,0.00230769,0.00461538,0.00538462,0.00692308,0.00846154,0.00461538,0.0115385,0.00846154,0.0153846,0.01,0.0123077,0.0146154,0.0230769,0.0176923,0.0153846,0.0192308,0.0246154,0.0307692,0.0261538,0.0307692,0.0346154,0.0392308,0.0415385,0.0330769,0.0123077,
0.378519,0.25037,0.00888889,0.00222222,0.000740741,0.00296296,0.00296296,0.00296296,0.00296296,0.00444444,0.00296296,0.00444444,0.00666667,0.00296296,0.0037037,0.00296296,0.00222222,0.00148148,0.00444444,0.00518519,0.0037037,0.000740741,0.00148148,0.000740741,0.0037037,0.00222222,0.0037037,0.00296296,0.00222222,0.00296296,0.0037037,0.0037037,0.0037037,0.000740741,0.00222222,0.00518519,0.00666667,0.00740741,0.00740741,0.0103704,0.0148148,0.017037,0.0118519,0.02,0.022963,0.0192593,0.0266667,0.0422222,0.0311111,0.0192593,0.00518519,
0.414286,0.256429,0.0271429,0.0135714,0.00357143,0.00285714,0,0.00214286,0.00214286,0.00142857,0.00285714,0.00142857,0.000714286,0.00214286,0.00285714,0.00142857,0.000714286,0.00285714,0.00285714,0,0.00214286,0.00214286,0.00285714,0.00142857,0,0.00214286,0.00142857,0.00357143,0.000714286,0.00571429,0.00285714,0.00142857,0.00571429,0.00714286,0.00714286,0.00714286,0.00714286,0.00928571,0.0107143,0.015,0.00785714,0.0185714,0.0178571,0.02,0.0157143,0.0164286,0.0207143,0.0192857,0.0171429,0.00785714,0.00142857,
0.466897,0.285517,0.00896552,0.0062069,0.00206897,0.00137931,0.00137931,0.00344828,0.00206897,0.00482759,0.00275862,0.00413793,0.00206897,0.00275862,0.00275862,0.000689655,0.00344828,0.00482759,0.00413793,0.00275862,0.0062069,0.00275862,0.00344828,0.00275862,0.00137931,0.00413793,0.00206897,0.00344828,0.000689655,0.00344828,0.00275862,0.00275862,0.00482759,0.00344828,0.0062069,0.0062069,0.00896552,0.00827586,0.00896552,0.00413793,0.00413793,0.0110345,0.00758621,0.00689655,0.00689655,0.00758621,0.0151724,0.0117241,0.0137931,0.0144828,0.000689655,
0.527333,0.196,0.00733333,0.00733333,0.004,0.00333333,0.004,0.002,0.002,0.002,0.00266667,0.004,0.00333333,0.002,0.00666667,0.00666667,0.00333333,0.00333333,0.00266667,0.00333333,0.00333333,0.00466667,0.00466667,0.00266667,0.004,0.00466667,0.006,0.00533333,0.00666667,0.006,0.00866667,0.000666667,0.0106667,0.00666667,0.00733333,0.008,0.008,0.00733333,0.008,0.0106667,0.014,0.012,0.0113333,0.00666667,0.00666667,0.008,0.00933333,0.00466667,0.00666667,0.00266667,0.000666667,
0.565806,0.197419,0.0148387,0.00645161,0.00387097,0.00451613,0.00322581,0.00322581,0.00193548,0.00258065,0.00387097,0.00258065,0.00258065,0.00258065,0.00387097,0.00322581,0.00193548,0.00193548,0.00322581,0.00129032,0.00129032,0.00580645,0.00322581,0.00129032,0.00645161,0.00322581,0.00903226,0.0083871,0.00645161,0.00451613,0.00451613,0.00645161,0.00645161,0.00387097,0.00967742,0.00709677,0.0129032,0.00451613,0.0083871,0.00774194,0.00516129,0.00516129,0.00516129,0.00774194,0.00967742,0.00516129,0.00516129,0.00258065,0.00129032,0.000645161,0,
0.598125,0.20625,0.01375,0.01,0.006875,0.00125,0.003125,0.004375,0.000625,0.000625,0,0.0025,0.0025,0.00375,0.000625,0.004375,0.001875,0.004375,0.001875,0.00375,0.004375,0.008125,0.00375,0.005625,0.00375,0.003125,0.00375,0.003125,0.006875,0.004375,0.005,0.006875,0.00375,0.00875,0.0075,0.005625,0.006875,0.005,0.004375,0.005625,0.003125,0.003125,0.003125,0.003125,0.004375,0.001875,0.00125,0.00125,0.000625,0.00125,0,
