"Experiment #0"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
13,0.14188,0.996761,1.4081,0.585422,1,-0.1,-3,3,14
14,0.0622155,0.996761,1.46358,0.52994,1,-0.1,-3,3,14
"Experiment #26"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.99995,0.999964,0,1.99993,1,-0.1,0,3,14
1,0.793838,0.999964,1.37544,0.62449,1,-0.1,0,3,14
2,0.653283,0.999964,1.49167,0.508258,1,-0.1,0,3,14
3,0.498838,0.999964,1.56063,0.439296,1,-0.1,0,3,14
4,0.336339,0.999964,1.58415,0.41578,1,-0.1,0,3,14
5,0.181505,0.999964,1.56604,0.43388,1,-0.1,0,3,14
6,0.0368013,0.999964,1.51687,0.483052,1,-0.1,0,3,14
7,0.100765,0.999964,1.44221,0.557718,1,-0.1,0,3,14
8,0.209842,0.999964,1.3627,0.637232,1,-0.1,0,3,14
9,0.277211,0.999964,1.30433,0.695593,1,-0.1,0,3,14
10,0.298606,0.999964,1.28449,0.715442,1,-0.1,0,3,14
11,0.281313,0.999964,1.30057,0.699357,1,-0.1,0,3,14
12,0.232088,0.999964,1.34367,0.656257,1,-0.1,0,3,14
13,0.160606,0.999964,1.40013,0.599799,1,-0.1,0,3,14
14,0.0781855,0.999964,1.45599,0.54394,1,-0.1,0,3,14
"Experiment #27"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.993089,0.995008,0,1.99002,1,-0.1,3,3,14
1,0.783089,0.995008,1.37404,0.615972,1,-0.1,3,3,14
2,0.637811,0.995008,1.49115,0.498869,1,-0.1,3,3,14
3,0.464385,0.995008,1.56208,0.427941,1,-0.1,3,3,14
4,0.306283,0.995008,1.57698,0.41304,1,-0.1,3,3,14
5,0.149089,0.995008,1.55163,0.438385,1,-0.1,3,3,14
6,0.0148951,0.995008,1.50019,0.489828,1,-0.1,3,3,14
7,0.106197,0.995008,1.43198,0.558043,1,-0.1,3,3,14
8,0.196217,0.995008,1.36685,0.623163,1,-0.1,3,3,14
9,0.257281,0.995008,1.31564,0.674373,1,-0.1,3,3,14
10,0.269411,0.995008,1.30476,0.685257,1,-0.1,3,3,14
11,0.249437,0.995008,1.32255,0.667463,1,-0.1,3,3,14
12,0.193531,0.995008,1.36907,0.620948,1,-0.1,3,3,14
13,0.125715,0.995008,1.41899,0.571028,1,-0.1,3,3,14
14,0.0491333,0.995008,1.46712,0.522902,1,-0.1,3,3,14
"Experiment #28"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.976853,0.983236,0,1.96647,1,-0.1,6,3,14
1,0.775742,0.983236,1.35154,0.614934,1,-0.1,6,3,14
2,0.63352,0.983236,1.4695,0.49697,1,-0.1,6,3,14
3,0.476668,0.983236,1.53846,0.42801,1,-0.1,6,3,14
4,0.31852,0.983236,1.55954,0.406934,1,-0.1,6,3,14
5,0.167409,0.983236,1.54032,0.426154,1,-0.1,6,3,14
6,0.0269457,0.983236,1.49083,0.475647,1,-0.1,6,3,14
7,0.100686,0.983236,1.42,0.546477,1,-0.1,6,3,14
8,0.197939,0.983236,1.34893,0.617546,1,-0.1,6,3,14
9,0.25685,0.983236,1.2984,0.668077,1,-0.1,6,3,14
10,0.27948,0.983236,1.27726,0.689214,1,-0.1,6,3,14
11,0.264359,0.983236,1.2913,0.675171,1,-0.1,6,3,14
12,0.21773,0.983236,1.33234,0.634134,1,-0.1,6,3,14
13,0.15178,0.983236,1.38422,0.582255,1,-0.1,6,3,14
14,0.0724723,0.983236,1.43763,0.528845,1,-0.1,6,3,14
"Experiment #29"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.954445,0.966305,0,1.93261,1,-0.1,-1,7,9
1,0.887778,0.966305,1.14259,0.790023,1,-0.1,-1,7,9
2,0.821111,0.966305,1.25045,0.682162,1,-0.1,-1,7,9
3,0.754445,0.966305,1.33132,0.60129,1,-0.1,-1,7,9
4,0.687778,0.966305,1.39395,0.538662,1,-0.1,-1,7,9
5,0.621111,0.966305,1.44244,0.490175,1,-0.1,-1,7,9
6,0.554445,0.966305,1.47915,0.453456,1,-0.1,-1,7,9
7,0.487778,0.966305,1.50563,0.426978,1,-0.1,-1,7,9
8,0.421111,0.966305,1.52291,0.409702,1,-0.1,-1,7,9
9,0.354444,0.966305,1.53171,0.400895,1,-0.1,-1,7,9
10,0.289444,0.966305,1.53283,0.399781,1,-0.1,-1,7,9
11,0.227172,0.966305,1.52744,0.405164,1,-0.1,-1,7,9
12,0.166944,0.966305,1.51636,0.416253,1,-0.1,-1,7,9
13,0.108291,0.966305,1.50002,0.43259,1,-0.1,-1,7,9
14,0.0520635,0.966305,1.47921,0.453403,1,-0.1,-1,7,9
"Experiment #30"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.978158,0.98409,0,1.96818,1,-0.1,0,7,9
1,0.903158,0.98409,1.17666,0.791519,1,-0.1,0,7,9
2,0.836491,0.98409,1.28104,0.687141,1,-0.1,0,7,9
3,0.769825,0.98409,1.36009,0.608088,1,-0.1,0,7,9
4,0.703158,0.98409,1.42164,0.546539,1,-0.1,0,7,9
5,0.636491,0.98409,1.46949,0.498685,1,-0.1,0,7,9
6,0.569825,0.98409,1.50591,0.462275,1,-0.1,0,7,9
7,0.502047,0.98409,1.5327,0.435482,1,-0.1,0,7,9
8,0.434686,0.98409,1.55015,0.418023,1,-0.1,0,7,9
9,0.367602,0.98409,1.5592,0.408976,1,-0.1,0,7,9
10,0.300714,0.98409,1.56047,0.407705,1,-0.1,0,7,9
11,0.234168,0.98409,1.55445,0.413733,1,-0.1,0,7,9
12,0.168991,0.98409,1.54182,0.426363,1,-0.1,0,7,9
13,0.106363,0.98409,1.52361,0.44457,1,-0.1,0,7,9
14,0.047404,0.98409,1.50106,0.467121,1,-0.1,0,7,9
"Experiment #31"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.916667,0.937078,0,1.87415,1,-0.1,1,7,9
1,0.85,0.937078,1.11218,0.761973,1,-0.1,1,7,9
2,0.783333,0.937078,1.21876,0.655398,1,-0.1,1,7,9
3,0.716667,0.937078,1.29822,0.575938,1,-0.1,1,7,9
4,0.65,0.937078,1.35928,0.51487,1,-0.1,1,7,9
5,0.583333,0.937078,1.40603,0.468117,1,-0.1,1,7,9
6,0.516667,0.937078,1.44082,0.433342,1,-0.1,1,7,9
7,0.45,0.937078,1.46509,0.409067,1,-0.1,1,7,9
8,0.385417,0.937078,1.47991,0.39425,1,-0.1,1,7,9
9,0.324074,0.937078,1.48693,0.387218,1,-0.1,1,7,9
10,0.265,0.937078,1.48746,0.386701,1,-0.1,1,7,9
11,0.207576,0.937078,1.48217,0.391981,1,-0.1,1,7,9
12,0.151389,0.937078,1.47152,0.402633,1,-0.1,1,7,9
13,0.0974359,0.937078,1.4562,0.417951,1,-0.1,1,7,9
14,0.0464286,0.937078,1.43714,0.43702,1,-0.1,1,7,9
"Experiment #32"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.882884,0.913787,0,1.82757,1,-0.1,-3,7,14
1,0.807328,0.913787,1.10448,0.723093,1,-0.1,-3,7,14
2,0.740662,0.913787,1.20582,0.621756,1,-0.1,-3,7,14
3,0.673995,0.913787,1.28171,0.545866,1,-0.1,-3,7,14
4,0.607328,0.913787,1.33988,0.487694,1,-0.1,-3,7,14
5,0.540662,0.913787,1.38409,0.44348,1,-0.1,-3,7,14
6,0.473995,0.913787,1.41655,0.411027,1,-0.1,-3,7,14
7,0.406059,0.913787,1.43898,0.388596,1,-0.1,-3,7,14
8,0.33844,0.913787,1.45162,0.375951,1,-0.1,-3,7,14
9,0.271032,0.913787,1.45529,0.372289,1,-0.1,-3,7,14
10,0.205106,0.913787,1.45065,0.376923,1,-0.1,-3,7,14
11,0.145914,0.913787,1.43978,0.387799,1,-0.1,-3,7,14
12,0.0976988,0.913787,1.42628,0.401292,1,-0.1,-3,7,14
13,0.056901,0.913787,1.41162,0.415958,1,-0.1,-3,7,14
14,0.022249,0.913787,1.3968,0.430774,1,-0.1,-3,7,14
"Experiment #33"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.675627,0.744122,0,1.48824,1,-0.1,0,7,14
1,0.602294,0.744122,0.922046,0.566197,1,-0.1,0,7,14
2,0.545627,0.744122,1.00369,0.484552,1,-0.1,0,7,14
3,0.48859,0.744122,1.06523,0.423018,1,-0.1,0,7,14
4,0.428544,0.744122,1.11387,0.374372,1,-0.1,0,7,14
5,0.368627,0.744122,1.14907,0.339168,1,-0.1,0,7,14
6,0.31109,0.744122,1.17218,0.31606,1,-0.1,0,7,14
7,0.254358,0.744122,1.18557,0.302677,1,-0.1,0,7,14
8,0.199238,0.744122,1.19005,0.298189,1,-0.1,0,7,14
9,0.146059,0.744122,1.1868,0.301443,1,-0.1,0,7,14
10,0.11637,0.744122,1.17676,0.311483,1,-0.1,0,7,14
11,0.0936128,0.744122,1.16125,0.326997,1,-0.1,0,7,14
12,0.0727371,0.744122,1.14201,0.346237,1,-0.1,0,7,14
13,0.0718942,0.744122,1.12119,0.367059,1,-0.1,0,7,14
14,0.0694521,0.744122,1.10165,0.386592,1,-0.1,0,7,14
"Experiment #34"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.898237,0.925118,0,1.85024,1,-0.1,3,7,14
1,0.824348,0.925118,1.11312,0.73712,1,-0.1,3,7,14
2,0.757682,0.925118,1.21575,0.634484,1,-0.1,3,7,14
3,0.691015,0.925118,1.29265,0.557588,1,-0.1,3,7,14
4,0.624348,0.925118,1.35173,0.498505,1,-0.1,3,7,14
5,0.557682,0.925118,1.39683,0.453408,1,-0.1,3,7,14
6,0.490552,0.925118,1.43035,0.419886,1,-0.1,3,7,14
7,0.42284,0.925118,1.45357,0.396672,1,-0.1,3,7,14
8,0.355529,0.925118,1.4671,0.383132,1,-0.1,3,7,14
9,0.288361,0.925118,1.47181,0.378429,1,-0.1,3,7,14
10,0.222737,0.925118,1.46839,0.381852,1,-0.1,3,7,14
11,0.16253,0.925118,1.45862,0.391616,1,-0.1,3,7,14
12,0.110367,0.925118,1.44521,0.405025,1,-0.1,3,7,14
13,0.0652883,0.925118,1.42982,0.420416,1,-0.1,3,7,14
14,0.0268085,0.925118,1.41382,0.43642,1,-0.1,3,7,14
"Experiment #35"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.987778,0.991134,0,1.98226,1,-0.1,-2,12,14
1,0.921111,0.991134,1.16833,0.813934,1,-0.1,-2,12,14
2,0.854445,0.991134,1.27718,0.705082,1,-0.1,-2,12,14
3,0.787778,0.991134,1.35913,0.623136,1,-0.1,-2,12,14
4,0.721111,0.991134,1.42292,0.559341,1,-0.1,-2,12,14
5,0.654444,0.991134,1.47269,0.509578,1,-0.1,-2,12,14
6,0.587778,0.991134,1.51081,0.471458,1,-0.1,-2,12,14
7,0.521111,0.991134,1.53883,0.443436,1,-0.1,-2,12,14
8,0.454445,0.991134,1.55782,0.424444,1,-0.1,-2,12,14
9,0.387778,0.991134,1.56854,0.413719,1,-0.1,-2,12,14
10,0.321111,0.991134,1.57157,0.410701,1,-0.1,-2,12,14
11,0.254445,0.991134,1.56729,0.414978,1,-0.1,-2,12,14
12,0.187778,0.991134,1.55602,0.426249,1,-0.1,-2,12,14
13,0.122393,0.991134,1.53841,0.443857,1,-0.1,-2,12,14
14,0.0592063,0.991134,1.51536,0.466905,1,-0.1,-2,12,14
"Experiment #36"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.989156,0.992148,0,1.9843,1,-0.1,0,12,14
1,0.921933,0.992148,1.17044,0.813852,1,-0.1,0,12,14
2,0.855267,0.992148,1.27904,0.705251,1,-0.1,0,12,14
3,0.7886,0.992148,1.36086,0.623439,1,-0.1,0,12,14
4,0.721933,0.992148,1.42457,0.559728,1,-0.1,0,12,14
5,0.655267,0.992148,1.47428,0.51002,1,-0.1,0,12,14
6,0.5886,0.992148,1.51236,0.471936,1,-0.1,0,12,14
7,0.521933,0.992148,1.54036,0.443933,1,-0.1,0,12,14
8,0.455267,0.992148,1.55935,0.424947,1,-0.1,0,12,14
9,0.3886,0.992148,1.57008,0.414217,1,-0.1,0,12,14
10,0.321933,0.992148,1.57311,0.41118,1,-0.1,0,12,14
11,0.255267,0.992148,1.56887,0.415426,1,-0.1,0,12,14
12,0.1886,0.992148,1.55764,0.426652,1,-0.1,0,12,14
13,0.122489,0.992148,1.53983,0.444462,1,-0.1,0,12,14
14,0.0591556,0.992148,1.51669,0.467609,1,-0.1,0,12,14
"Experiment #37"
distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.984445,0.98872,0,1.97744,1,-0.1,2,12,14
1,0.917778,0.98872,1.16583,0.811604,1,-0.1,2,12,14
2,0.851111,0.98872,1.2746,0.702843,1,-0.1,2,12,14
3,0.784444,0.98872,1.35645,0.620993,1,-0.1,2,12,14
4,0.717778,0.98872,1.42014,0.557302,1,-0.1,2,12,14
5,0.651111,0.98872,1.46979,0.507652,1,-0.1,2,12,14
6,0.584445,0.98872,1.50779,0.469654,1,-0.1,2,12,14
7,0.517778,0.98872,1.53567,0.441765,1,-0.1,2,12,14
8,0.451111,0.98872,1.55452,0.422919,1,-0.1,2,12,14
9,0.384445,0.98872,1.56509,0.412354,1,-0.1,2,12,14
10,0.317778,0.98872,1.56793,0.409512,1,-0.1,2,12,14
11,0.251111,0.98872,1.56345,0.413984,1,-0.1,2,12,14
12,0.184444,0.98872,1.55197,0.425472,1,-0.1,2,12,14
13,0.11906,0.98872,1.53412,0.443323,1,-0.1,2,12,14
14,0.0570635,0.98872,1.5113,0.466143,1,-0.1,2,12,14
