"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.12397785245801725,0.9108475551149127,10.31
1,0.526345312588645,0.9854289224683125,12.23
2,0.6626905914148358,0.9998378871936782,13.07
3,0.6916463959501357,0.9998378871936782,13.28
4,0.7281955970396622,0.9999427810143745,13.36
5,0.7197957091897361,0.9999618536821733,13.38
6,0.7541328670554344,0.9996948661248555,13.21
7,0.7471034202309239,0.9997044002899118,13.19
8,0.7011197707050957,0.9998378871936782,13.19
9,0.7382875867237649,0.9932021136771791,13.3
