"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.053592623737038776,0.6902036074972803,10.17
1,0.32930322743704027,0.9658697507825736,11.23
2,0.5504148246192211,0.985099566469662,11.78
3,0.6164802904722296,0.994643767715196,11.76
4,0.7076199186032035,0.9947481709833913,12
5,0.748041116639844,0.9947481709833913,12.1
6,0.773385076643597,0.9947481709833913,12.31
7,0.7621579433631129,0.9947671544554018,12.48
8,0.772027003157408,0.9947671544554018,12.29
9,0.7472406516466539,0.999656730282969,12.47
