"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.13104475489539755,0.9553931294491577,10.16
1,0.545323158821556,0.98509015775419,11.66
2,0.7060068519739289,0.9943875469574472,11.77
3,0.7682884364810996,0.9925482994550516,12.24
4,0.743456301731234,0.9925767181036319,12.29
5,0.7539420676456049,0.9943875469574472,12.41
6,0.7818134046005523,0.9950329573007182,12.39
7,0.7405014203161528,0.9949949815525948,12.65
8,0.7927167903219204,0.9982085381269064,12.63
9,0.7900740640174908,0.9982085381269064,12.54
