"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.09547189027813147,0.9988449701279595,25.155
1,0.5288328006866225,0.9996572820609275,26.617
2,0.6811761634965953,0.9993440098272752,27.001666666666665
3,0.7548603559668515,0.9999221287232528,27.16
4,0.7989424760172074,0.9999221287232439,27.334
5,0.8291600645331579,0.999910772681514,27.446
6,0.8536047057928767,0.9999721251976671,27.599666666666668
7,0.873695876416921,0.999999841467313,27.801
8,0.8897635909005494,0.9999998414673219,27.981333333333332
9,0.8971526978875204,0.9999998414673219,27.944666666666667
10,0.9065104724832295,0.9999716021765936,28.004333333333335
11,0.9147190184962009,0.9999716021880865,28.03
12,0.9198982524350003,0.9999811140007436,28.084333333333333
13,0.925033916451022,0.9999121905631841,28.020333333333333
14,0.9284071855899255,0.9999121894201533,28.116666666666667
15,0.9320571992249841,0.9999122420469877,28.107
16,0.9361983497004562,0.9999122420469877,28.189
17,0.9383950825999253,0.9999122564101407,28.197333333333333
18,0.9401189931572191,0.9999844686026484,28.139
19,0.9421838421824716,0.9999844679889082,28.118
20,0.9460885168737163,0.9999873677932517,28.167
21,0.9478095248630691,0.9999454402180609,28.172333333333334
22,0.9499827170807249,0.999945864922581,28.236333333333334
23,0.9505817505153501,0.9999511291790727,28.243333333333332
24,0.9531863555529878,0.9999868235535729,28.193
25,0.9544697316229369,0.999958597975404,28.279666666666667
26,0.9553557912478691,0.9999585982109045,28.369666666666667
27,0.9576357266147476,0.9999856312555707,28.437
28,0.9584884161722633,0.9999903865920227,28.542666666666666
29,0.9607120704966965,0.9999900555817368,28.570333333333334
30,0.9614697976739417,0.999989889701801,28.549666666666667
31,0.9629381672496599,0.999962154486291,28.543666666666667
32,0.964401784222458,0.9999522672832197,28.53
33,0.9653870084209715,0.999971416919165,28.558333333333334
34,0.965717358822255,0.9999718926450023,28.628333333333334
35,0.9679550526961274,0.9999718926479509,28.724333333333334
36,0.9688342888209319,0.9999718848928217,28.702666666666666
37,0.9699049406867162,0.9999081443477069,28.706333333333333
38,0.9697925289543317,0.9999142763345803,28.746333333333332
39,0.9697731670799583,0.9999858893376651,28.703333333333333
40,0.9693341441939709,0.9999858885560781,28.627333333333333
41,0.9699505351100303,0.9999858885561047,28.661
42,0.970755682615353,0.9999889980357163,28.726
43,0.9706450985565348,0.9999897886084901,28.68166666666667
44,0.9709972197870195,0.9999897521429111,28.699666666666666
45,0.9723464064732789,0.9999897521429288,28.664666666666665
46,0.9736775943242888,0.9999897521445187,28.700333333333333
47,0.9747468899885143,0.9999890064055066,28.730666666666668
