"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.09266707719455627,0.9991254727843927,24.953666666666667
1,0.516238540533016,0.9994981718520386,26.339
2,0.6632859824710121,0.999759335890781,26.816
3,0.734237012814392,0.99975935202737,27.084666666666667
4,0.779501902519,0.9997660225021563,27.123333333333335
5,0.8156111026382026,0.9997660224465145,27.251
6,0.8392697900026871,0.9997707015801618,27.343666666666667
7,0.8562321326892961,0.9998901852737329,27.352333333333334
8,0.8722787281471474,0.999868302307275,27.529333333333334
9,0.8882766342542339,0.999868302307275,27.740333333333332
10,0.8993310526554227,0.9997653865504004,27.842333333333332
11,0.9074949173988475,0.9999874768516761,27.902333333333335
12,0.914691064699084,0.9999874762825732,27.996
13,0.9199006122767098,0.9997791341859195,28.084333333333333
14,0.9251623368246552,0.999978911349324,28.092
15,0.9305582584072482,0.9999226202216116,28.116666666666667
16,0.9345561485545715,0.9999760257409259,28.181333333333335
17,0.9407775612873113,0.9999844393136074,28.265666666666668
18,0.9421422434585355,0.9999760328657931,28.36766666666667
19,0.9459024274507266,0.999923653769175,28.352666666666668
20,0.9489317347251056,0.9999226007375511,28.461333333333332
21,0.9514952876422321,0.9999851374225817,28.542666666666666
22,0.9537720269508354,0.9999851374218622,28.682333333333332
23,0.9564351300149478,0.9999851374273512,28.698666666666668
24,0.9595463349659715,0.9999851399345474,28.708
25,0.9619238720396499,0.9999851364841003,28.788666666666668
26,0.9642304927424826,0.9999851368556558,28.861
27,0.9656168068759355,0.999985136984831,28.907666666666668
28,0.9665871480760978,0.9999861226420995,28.917
29,0.9677163864619761,0.9999891446211766,28.985
30,0.9688186540441541,0.9999891451944282,28.955333333333332
31,0.9708567263456548,0.9999891451944282,28.956
32,0.9713638427868424,0.9999891489671247,28.968
33,0.9723645829250206,0.9999891446890952,29.049333333333333
34,0.9725236810705746,0.9999891446891485,29.117333333333335
35,0.9740110227410951,0.9999975634969543,29.221333333333334
36,0.9738272009673018,0.9999980655224049,29.192666666666668
37,0.9743321744557537,0.9999980631493919,29.236
38,0.9751274583221691,0.9999981448428199,29.330333333333332
39,0.9749415557297443,0.9999981448294439,29.221
40,0.9755585472422611,0.9999981698259941,29.197333333333333
41,0.975768021194015,0.9999980631519765,29.18166666666667
42,0.9764723602036746,0.9999980631519765,29.194333333333333
43,0.9766390435612851,0.9999986563263698,29.24
44,0.9776096582007013,0.999998823620554,29.279333333333334
45,0.9781005707114682,0.9999986561967492,29.222333333333335
46,0.9780728581963616,0.9999986561966515,29.349666666666668
47,0.9784633825617834,0.9999979530806927,29.350666666666665
48,0.9788934426393855,0.9999978436113287,29.445333333333334
49,0.9792164980415844,0.9999935291340192,29.413333333333334
50,0.979462918650588,0.9999913463910247,29.471666666666668
51,0.9794364573440444,0.9999929454949973,29.409
52,0.9793812565590879,0.9999912833190285,29.368666666666666
53,0.9806171837447444,0.9999939374598342,29.337666666666667
54,0.9801933654025639,0.9999939374598342,29.352666666666668
55,0.9806276394570811,0.9999992576395509,29.325333333333333
56,0.9802798980957048,0.9999992576395687,29.239333333333335
57,0.9803637496844699,0.9999992576395687,29.266333333333332
58,0.9809185041755772,0.999999257683196,29.267
59,0.9812192618728999,0.9999994496660644,29.262333333333334
60,0.9815571602010915,0.9999994420036911,29.222
61,0.9819183829334196,0.9999994420036911,29.302333333333333
62,0.9821543084989427,0.9999965745900486,29.21066666666667
63,0.9824267975448421,0.9999976373574547,29.270333333333333
64,0.9836464815958663,0.9999988294526113,29.425333333333334
65,0.9829969233996356,0.9999965748296608,29.478
66,0.9833298096603462,0.9999986522395194,29.552666666666667
67,0.983357030221486,0.9999986522395194,29.621333333333332
68,0.9830256274917776,0.9999977459095164,29.686
69,0.983575073823655,0.9999980402452557,29.674
70,0.9840921072717644,0.9999977567424286,29.749333333333333
71,0.9849892203147853,0.9999984357288692,29.810333333333332
72,0.9842465006179426,0.9999988036659241,29.786
73,0.9846621177616975,0.9999983682011875,29.761666666666667
74,0.9860103033022353,0.999997253278974,29.776666666666667
75,0.9861476038800638,0.9999975434870583,29.824
76,0.9862300598741054,0.9999982534924975,29.695666666666668
77,0.985160000958373,0.9999983611872976,29.672333333333334
78,0.985297547237729,0.9999983984903013,29.647
79,0.9851497648672652,0.9999992592219192,29.608333333333334
80,0.9856558278142084,0.9999983736395137,29.662666666666667
81,0.9849343783375336,0.9999987736738675,29.652
82,0.9850172394140752,0.9999989639911072,29.71066666666667
83,0.9848631919780354,0.9999972116362459,29.717333333333332
84,0.9854066860416988,0.9999972115657424,29.708
85,0.9847047141324119,0.9999972115657424,29.704333333333334
86,0.9847974952576831,0.9999972115657868,29.582333333333334
87,0.9848799875303013,0.9999966081044966,29.492
88,0.9858022127733788,0.9999993016509745,29.503
89,0.9861890411115679,0.9999967107489612,29.613
90,0.9864500381193099,0.999989996027013,29.581333333333333
91,0.9862640399203471,0.9999933110294394,29.547333333333334
92,0.985947894121567,0.9999933110294661,29.624666666666666
93,0.9859610519121358,0.9999995169926131,29.604
94,0.986685735535748,0.9999995230473315,29.652666666666665
95,0.9861341433257403,0.9999995169929418,29.730666666666668
96,0.986317009119719,0.9999979074928975,29.864
