"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.09129919826765685,0.9997662253772688,14.968333333333334
1,0.4662258483760376,0.9997708903314536,16.35033333333333
2,0.5941349569398328,0.999770992755817,16.818666666666665
3,0.6616797395108249,0.999770992755817,17.013
4,0.697322747252916,0.999837849946211,17.16
5,0.7166312298611345,0.9998375519665195,17.365333333333332
6,0.7408915140216633,0.9999245002440942,17.484
7,0.7487542487961102,0.999976437788696,17.546
8,0.7520950936440637,0.9998557009379182,17.592
9,0.7551186998535291,0.9998739247031609,17.688666666666666
10,0.7694115926173305,0.9999120680021151,17.664
11,0.7684596817883264,0.9999120680021151,17.655666666666665
12,0.7784187279051142,0.9999355170961302,17.635
13,0.774109955943216,0.9999119562522564,17.614333333333335
14,0.7807883717981096,0.9998849783027388,17.648
15,0.7822651790183127,0.9999231312937799,17.736
16,0.7764335395090796,0.9999495420886443,17.727666666666668
17,0.7789852187850699,0.9999882281450168,17.804333333333332
18,0.7807149627042775,0.9999821560027556,17.814666666666668
19,0.7850141472186195,0.9999664635802099,17.86766666666667
20,0.7835488997824044,0.9999994132669329,17.782
21,0.7840223800854152,0.9999664263284317,17.831333333333333
22,0.7751569254500599,0.9999702353291939,17.752333333333333
23,0.7737163476194199,0.999966854723954,17.809333333333335
24,0.77910641769692,0.999997969718642,17.853
25,0.7832606261038033,0.9999685217428831,17.956666666666667
26,0.7718293028892661,0.9999899976405704,17.917
27,0.7760681920536714,0.9999877066100227,18.016666666666666
28,0.7807289934888167,0.9999877066100227,18.072666666666667
29,0.7757095222379726,0.9999926984550058,18.124666666666666
30,0.7791507297833807,0.9999926984550058,18.062666666666665
31,0.7767755145703603,0.9999974668054847,17.98966666666667
32,0.7699507533465431,0.9999974668054847,17.962333333333333
33,0.7778969248411203,0.9999974668054847,18.004333333333335
34,0.7771025918929354,0.9999834039556648,18.040666666666667
35,0.7908536163064227,0.9999981280432022,17.976333333333333
36,0.7777955427824393,0.9999987985945282,18.037333333333333
37,0.7886334561273507,0.9999724890717347,17.988333333333333
38,0.7941454891510545,0.9999772573354844,17.953
39,0.7836359778729675,0.9999901000851359,17.901666666666667
40,0.785110735588756,0.999995222325464,17.929666666666666
41,0.7842992071431797,0.99991893132749,17.962666666666667
42,0.7821197655920366,0.9999704122757569,17.985333333333333
43,0.787322640796909,0.9999704122757569,18.043666666666667
44,0.7858918508865826,0.9999704122757569,18.039666666666665
45,0.7790418121154248,0.9999762515281468,17.989
46,0.7850354295076979,0.9999704122757569,18.028666666666666
47,0.7825754609478479,0.9999656440413833,18.039666666666665
48,0.7853879445574613,0.9999907147527287,18.002333333333333
49,0.7771072277230543,0.9999525687536809,18.075666666666667
50,0.7906870080935947,0.999990370166309,18.055666666666667
51,0.7816926288487681,0.9999771362660341,18.023
52,0.7796170838802449,0.9999526060049942,17.967666666666666
53,0.7800769443457201,0.9997977537721947,17.934666666666665
54,0.7861764073539647,0.9999496817806954,18.01
55,0.7872253682506402,0.9999513394610406,18.065333333333335
56,0.7859510064133891,0.9999910500261041,18.096
57,0.79040464686582,0.9999910500261041,18.108
58,0.7903256909630662,0.9999442803675151,18.098
59,0.7888932846330817,0.9999669571663857,18.101666666666667
60,0.7830793844805349,0.9999937229035779,18.065666666666665
61,0.7866829319279082,0.9999831059369322,18.034666666666666
62,0.7943358544869967,0.9999769406923352,18.082333333333334
63,0.7896359450675151,0.9999960139465304,18.073666666666668
64,0.7828579187147356,0.9999840744981052,18.162666666666667
65,0.7821223682916051,0.9999840744981052,18.138666666666666
66,0.7782759662626579,0.9999844656480485,18.09
67,0.7883131834043482,0.9999531368363447,18.019
68,0.7800761603781848,0.9999531368363447,18.036
69,0.78280613151291,0.9998426083202387,18.024333333333335
70,0.786255563429183,0.9998677414401594,18.012
71,0.7866235911980359,0.9998939274222176,18.062666666666665
72,0.7891102982798349,0.9999577094467292,18.006
73,0.7872793274600279,0.9999666405261723,17.969333333333335
74,0.7839450752689748,0.9999577094467292,17.871666666666666
75,0.789275706439904,0.9999570854845292,17.868666666666666
76,0.7754184150852391,0.9999956600452783,17.811
77,0.7801343159528715,0.9999862537638309,17.848333333333333
78,0.7832322169606721,0.999947521212272,17.868
79,0.779212096433079,0.9998654972221903,17.764
80,0.7884299279557828,0.9999070485820412,17.786
81,0.7812513069705448,0.9999632878706237,17.722333333333335
82,0.7819931638489716,0.9999680933467184,17.729666666666667
83,0.7845391604884245,0.9999884609732178,17.796
84,0.7751136781476836,0.9999884237207027,17.846333333333334
85,0.7820263263766951,0.9999884237207027,17.858333333333334
86,0.7846455316972443,0.9998906401722434,17.803333333333335
87,0.7733637600795298,0.9999099447567188,17.785333333333334
88,0.7824127716483485,0.9999111088161924,17.855
89,0.7888316657951088,0.9999664635802099,17.924
90,0.7788413970075337,0.999965765109581,17.861666666666668
91,0.7812436667781372,0.9999542636897024,17.949333333333332
92,0.7830355483399298,0.9999275827166244,17.997333333333334
93,0.7887181936201583,0.9999485269936016,17.992
94,0.7743063351253252,0.9999290820492548,17.966333333333335
95,0.7791754042980711,0.999934017754816,18.021333333333335
96,0.7712803105804704,0.9999344833885478,18.041666666666668
97,0.7831569692273286,0.9999840093064611,18.02166666666667
98,0.780349507150953,0.999983981367186,17.971333333333334
99,0.7824303497810087,0.9999273126507134,17.926
