distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.901822,0.927973,0,1.85595,1,-0.1,6,1,9
1,0.568489,0.927973,1.39625,0.459699,1,-0.1,6,1,9
2,0.368489,0.927973,1.47022,0.385721,1,-0.1,6,1,9
3,0.121822,0.927973,1.45297,0.402981,1,-0.1,6,1,9
4,0.0815111,0.927973,1.35829,0.497655,1,-0.1,6,1,9
5,0.195956,0.927973,1.27124,0.584707,1,-0.1,6,1,9
6,0.236696,0.927973,1.23354,0.622402,1,-0.1,6,1,9
7,0.255003,0.927973,1.21532,0.640621,1,-0.1,6,1,9
8,0.196511,0.927973,1.27075,0.585196,1,-0.1,6,1,9
9,0.0680543,0.927973,1.36685,0.4891,1,-0.1,6,1,9
10,0.0969333,0.927973,1.44527,0.410679,1,-0.1,6,1,9
11,0.215762,0.927973,1.47235,0.383597,1,-0.1,6,1,9
12,0.247378,0.927973,1.4754,0.38055,1,-0.1,6,1,9
13,0.201309,0.927973,1.47037,0.385578,1,-0.1,6,1,9
14,0.102298,0.927973,1.44702,0.408929,1,-0.1,6,1,9
