distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.926499,0.946311,0,1.89262,1,-0.1,3,3,9
1,0.653165,0.946311,1.37631,0.51631,1,-0.1,3,3,9
2,0.450943,0.946311,1.48244,0.41018,1,-0.1,3,3,9
3,0.233906,0.946311,1.50081,0.391809,1,-0.1,3,3,9
4,0.0359432,0.946311,1.44626,0.446359,1,-0.1,3,3,9
5,0.127279,0.946311,1.35184,0.540782,1,-0.1,3,3,9
6,0.23202,0.946311,1.26591,0.626707,1,-0.1,3,3,9
7,0.24112,0.946311,1.25742,0.635204,1,-0.1,3,3,9
8,0.188223,0.946311,1.30443,0.588189,1,-0.1,3,3,9
9,0.0967111,0.946311,1.37304,0.519578,1,-0.1,3,3,9
10,0.00272099,0.946311,1.43073,0.461895,1,-0.1,3,3,9
11,0.0834685,0.946311,1.46529,0.427327,1,-0.1,3,3,9
12,0.132425,0.946311,1.48099,0.411632,1,-0.1,3,3,9
13,0.130943,0.946311,1.48057,0.412049,1,-0.1,3,3,9
14,0.0977686,0.946311,1.47029,0.422332,1,-0.1,3,3,9
