distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.926499,0.946311,0,1.89262,1,-0.1,-3,3,9
1,0.664277,0.946311,1.36732,0.525306,1,-0.1,-3,3,9
2,0.468721,0.946311,1.47693,0.41569,1,-0.1,-3,3,9
3,0.256869,0.946311,1.50288,0.389741,1,-0.1,-3,3,9
4,0.0614988,0.946311,1.45696,0.43566,1,-0.1,-3,3,9
5,0.101501,0.946311,1.36983,0.52279,1,-0.1,-3,3,9
6,0.200538,0.946311,1.29399,0.598631,1,-0.1,-3,3,9
7,0.2262,0.946311,1.27126,0.621364,1,-0.1,-3,3,9
8,0.190723,0.946311,1.30234,0.590285,1,-0.1,-3,3,9
9,0.109057,0.946311,1.36468,0.52794,1,-0.1,-3,3,9
10,0.0195012,0.946311,1.4193,0.47332,1,-0.1,-3,3,9
11,0.0551856,0.946311,1.45442,0.438202,1,-0.1,-3,3,9
12,0.098721,0.946311,1.47061,0.422012,1,-0.1,-3,3,9
13,0.105815,0.946311,1.47295,0.419671,1,-0.1,-3,3,9
14,0.0830067,0.946311,1.46513,0.427494,1,-0.1,-3,3,9
