distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.516202,0.615374,0,1.23075,1,-0.1,6,3,9
1,0.382869,0.615374,0.86689,0.363857,1,-0.1,6,3,9
2,0.275091,0.615374,0.955947,0.2748,1,-0.1,6,3,9
3,0.168054,0.615374,0.995969,0.234778,1,-0.1,6,3,9
4,0.0728691,0.615374,0.996496,0.234251,1,-0.1,6,3,9
5,0.00779753,0.615374,0.968579,0.262168,1,-0.1,6,3,9
6,0.0563901,0.615374,0.93404,0.296708,1,-0.1,6,3,9
7,0.0695118,0.615374,0.920866,0.309882,1,-0.1,6,3,9
8,0.060742,0.615374,0.929924,0.300823,1,-0.1,6,3,9
9,0.0398469,0.615374,0.947879,0.282869,1,-0.1,6,3,9
10,0.0175753,0.615374,0.962982,0.267765,1,-0.1,6,3,9
11,0.00286914,0.615374,0.974058,0.256689,1,-0.1,6,3,9
12,0.0187951,0.615374,0.981126,0.249621,1,-0.1,6,3,9
13,0.0283392,0.615374,0.98477,0.245977,1,-0.1,6,3,9
14,0.0312818,0.615374,0.985808,0.244939,1,-0.1,6,3,9
