distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.983388,0.987983,0,1.97597,1,-0.1,0,7,9
1,0.910054,0.987983,1.17765,0.798316,1,-0.1,0,7,9
2,0.843388,0.987983,1.283,0.69297,1,-0.1,0,7,9
3,0.776721,0.987983,1.36273,0.613237,1,-0.1,0,7,9
4,0.710054,0.987983,1.42484,0.551123,1,-0.1,0,7,9
5,0.643388,0.987983,1.47321,0.502758,1,-0.1,0,7,9
6,0.576721,0.987983,1.5101,0.465863,1,-0.1,0,7,9
7,0.509419,0.987983,1.53722,0.438743,1,-0.1,0,7,9
8,0.442554,0.987983,1.55513,0.420833,1,-0.1,0,7,9
9,0.37598,0.987983,1.56476,0.411209,1,-0.1,0,7,9
10,0.309388,0.987983,1.56673,0.409238,1,-0.1,0,7,9
11,0.242782,0.987983,1.56144,0.414531,1,-0.1,0,7,9
12,0.176165,0.987983,1.54916,0.426806,1,-0.1,0,7,9
13,0.110567,0.987983,1.53044,0.445528,1,-0.1,0,7,9
14,0.0497369,0.987983,1.5073,0.468669,1,-0.1,0,7,9
