distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.90321,0.929008,0,1.85802,1,-0.1,6,1,9
1,0.569877,0.929008,1.39751,0.460508,1,-0.1,6,1,9
2,0.368765,0.929008,1.47186,0.38616,1,-0.1,6,1,9
3,0.125432,0.929008,1.45541,0.402608,1,-0.1,6,1,9
4,0.0862346,0.929008,1.35661,0.50141,1,-0.1,6,1,9
5,0.195012,0.929008,1.27358,0.584436,1,-0.1,6,1,9
6,0.237531,0.929008,1.23433,0.623685,1,-0.1,6,1,9
7,0.254885,0.929008,1.21709,0.640928,1,-0.1,6,1,9
8,0.199012,0.929008,1.27006,0.587955,1,-0.1,6,1,9
9,0.0703704,0.929008,1.36679,0.491227,1,-0.1,6,1,9
10,0.0969877,0.929008,1.44669,0.411332,1,-0.1,6,1,9
11,0.218361,0.929008,1.47415,0.383863,1,-0.1,6,1,9
12,0.249877,0.929008,1.47708,0.380937,1,-0.1,6,1,9
13,0.201671,0.929008,1.47189,0.386123,1,-0.1,6,1,9
14,0.105432,0.929008,1.44942,0.408596,1,-0.1,6,1,9
