distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.185995,0.281658,0,0.563316,1,-0.1,-4,1,5
1,0.00956049,0.281658,0.461911,0.101405,1,-0.1,-4,1,5
2,0.00956049,0.281658,0.461911,0.101405,1,-0.1,-4,1,5
3,0.00956049,0.281658,0.461911,0.101405,1,-0.1,-4,1,5
4,0.00956049,0.281658,0.461911,0.101405,1,-0.1,-4,1,5
5,0.00688395,0.281658,0.472931,0.0903848,1,-0.1,-4,1,5
6,0.00488395,0.281658,0.472325,0.0909918,1,-0.1,-4,1,5
7,0.00186808,0.281658,0.471184,0.0921324,1,-0.1,-4,1,5
8,0.00178272,0.281658,0.469357,0.0939593,1,-0.1,-4,1,5
9,0.000424691,0.281658,0.470103,0.0932137,1,-0.1,-4,1,5
10,0.00244938,0.281658,0.468958,0.0943584,1,-0.1,-4,1,5
11,0.000873625,0.281658,0.469866,0.0934507,1,-0.1,-4,1,5
12,0.00321728,0.281658,0.47173,0.091586,1,-0.1,-4,1,5
13,0.000524976,0.281658,0.470576,0.0927407,1,-0.1,-4,1,5
14,0.00130653,0.281658,0.469628,0.093688,1,-0.1,-4,1,5
