distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.981017,0.986263,0,1.97253,1,-0.1,-3,1,9
1,0.647684,0.986263,1.46685,0.505678,1,-0.1,-3,1,9
2,0.447684,0.986263,1.55119,0.421336,1,-0.1,-3,1,9
3,0.20324,0.986263,1.55259,0.419937,1,-0.1,-3,1,9
4,0.052316,0.986263,1.4538,0.518722,1,-0.1,-3,1,9
5,0.24876,0.986263,1.31033,0.6622,1,-0.1,-3,1,9
6,0.364909,0.986263,1.1957,0.776825,1,-0.1,-3,1,9
7,0.328824,0.986263,1.23387,0.738659,1,-0.1,-3,1,9
8,0.21676,0.986263,1.33786,0.634662,1,-0.1,-3,1,9
9,0.0565136,0.986263,1.45136,0.521164,1,-0.1,-3,1,9
10,0.132128,0.986263,1.535,0.43753,1,-0.1,-3,1,9
11,0.25031,0.986263,1.55994,0.412591,1,-0.1,-3,1,9
12,0.291573,0.986263,1.56349,0.409036,1,-0.1,-3,1,9
13,0.245291,0.986263,1.55932,0.413209,1,-0.1,-3,1,9
14,0.135303,0.986263,1.53595,0.43658,1,-0.1,-3,1,9
