distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.999506,0.999644,0,1.99929,1,-0.1,0,3,9
1,0.697284,0.999644,1.46108,0.538204,1,-0.1,0,3,9
2,0.486173,0.999644,1.56453,0.434759,1,-0.1,0,3,9
3,0.243951,0.999644,1.57811,0.42118,1,-0.1,0,3,9
4,0.0283951,0.999644,1.51315,0.486138,1,-0.1,0,3,9
5,0.151605,0.999644,1.40707,0.592218,1,-0.1,0,3,9
6,0.248642,0.999644,1.33009,0.669196,1,-0.1,0,3,9
7,0.256684,0.999644,1.32307,0.676218,1,-0.1,0,3,9
8,0.184105,0.999644,1.38286,0.616423,1,-0.1,0,3,9
9,0.0765432,0.999644,1.45703,0.54226,1,-0.1,0,3,9
10,0.0315062,0.999644,1.51457,0.484717,1,-0.1,0,3,9
11,0.114456,0.999644,1.54728,0.452004,1,-0.1,0,3,9
12,0.157284,0.999644,1.56024,0.439046,1,-0.1,0,3,9
13,0.142583,0.999644,1.5561,0.44319,1,-0.1,0,3,9
14,0.0909347,0.999644,1.53902,0.460264,1,-0.1,0,3,9
