distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.992489,0.994575,0,1.98915,1,-0.1,3,3,14
1,0.788044,0.994575,1.36773,0.621416,1,-0.1,3,3,14
2,0.636933,0.994575,1.49081,0.498338,1,-0.1,3,3,14
3,0.468785,0.994575,1.56032,0.428831,1,-0.1,3,3,14
4,0.310822,0.994575,1.57654,0.412613,1,-0.1,3,3,14
5,0.154267,0.994575,1.55256,0.436586,1,-0.1,3,3,14
6,0.0128593,0.994575,1.49921,0.489936,1,-0.1,3,3,14
7,0.117035,0.994575,1.42432,0.564829,1,-0.1,3,3,14
8,0.212233,0.994575,1.35346,0.635694,1,-0.1,3,3,14
9,0.265289,0.994575,1.3079,0.681253,1,-0.1,3,3,14
10,0.2704,0.994575,1.30327,0.685878,1,-0.1,3,3,14
11,0.246501,0.994575,1.32454,0.664612,1,-0.1,3,3,14
12,0.195659,0.994575,1.36679,0.622363,1,-0.1,3,3,14
13,0.12905,0.994575,1.41613,0.573018,1,-0.1,3,3,14
14,0.048146,0.994575,1.46713,0.522017,1,-0.1,3,3,14
