distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.9804,0.985815,0,1.97163,1,-0.1,3,1,9
1,0.647067,0.985815,1.46631,0.505321,1,-0.1,3,1,9
2,0.447067,0.985815,1.55058,0.421055,1,-0.1,3,1,9
3,0.202622,0.985815,1.55185,0.419783,1,-0.1,3,1,9
4,0.0529333,0.985815,1.45286,0.518774,1,-0.1,3,1,9
5,0.244044,0.985815,1.31383,0.657798,1,-0.1,3,1,9
6,0.368489,0.985815,1.191,0.780631,1,-0.1,3,1,9
7,0.328806,0.985815,1.23315,0.738479,1,-0.1,3,1,9
8,0.2171,0.985815,1.33694,0.634691,1,-0.1,3,1,9
9,0.0620691,0.985815,1.4475,0.524133,1,-0.1,3,1,9
10,0.140178,0.985815,1.53677,0.434859,1,-0.1,3,1,9
11,0.247673,0.985815,1.55898,0.412653,1,-0.1,3,1,9
12,0.292067,0.985815,1.56286,0.408771,1,-0.1,3,1,9
13,0.247238,0.985815,1.55892,0.412707,1,-0.1,3,1,9
14,0.133416,0.985815,1.53478,0.436849,1,-0.1,3,1,9
