distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.185995,0.281658,0,0.563316,1,-0.1,-4,1,5
1,0.00956049,0.281658,0.461911,0.101405,1,-0.1,-4,1,5
2,0.00956049,0.281658,0.461911,0.101405,1,-0.1,-4,1,5
3,0.00956049,0.281658,0.461911,0.101405,1,-0.1,-4,1,5
4,0.00956049,0.281658,0.461911,0.101405,1,-0.1,-4,1,5
5,0.00866173,0.281658,0.473383,0.0899333,1,-0.1,-4,1,5
6,0.00525432,0.281658,0.472445,0.090871,1,-0.1,-4,1,5
7,0.000671605,0.281658,0.469973,0.0933429,1,-0.1,-4,1,5
8,0.00289383,0.281658,0.468678,0.0946379,1,-0.1,-4,1,5
9,6.91358e-05,0.281658,0.470353,0.0929631,1,-0.1,-4,1,5
10,0.000661728,0.281658,0.470641,0.0926756,1,-0.1,-4,1,5
11,0.000267565,0.281658,0.470183,0.0931328,1,-0.1,-4,1,5
12,0.000254321,0.281658,0.470445,0.0928717,1,-0.1,-4,1,5
13,0.00118443,0.281658,0.469696,0.0936202,1,-0.1,-4,1,5
14,0.00107443,0.281658,0.470833,0.0924836,1,-0.1,-4,1,5
