distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.59324,0.682502,0,1.365,1,-0.1,-6,3,9
1,0.437684,0.682502,0.966348,0.398655,1,-0.1,-6,3,9
2,0.306573,0.682502,1.06514,0.299862,1,-0.1,-6,3,9
3,0.179906,0.682502,1.10218,0.262826,1,-0.1,-6,3,9
4,0.0649062,0.682502,1.09288,0.272127,1,-0.1,-6,3,9
5,0.0276494,0.682502,1.05292,0.312087,1,-0.1,-6,3,9
6,0.0808346,0.682502,1.01196,0.353047,1,-0.1,-6,3,9
7,0.0969192,0.682502,0.995501,0.369502,1,-0.1,-6,3,9
8,0.0842605,0.682502,1.00866,0.356346,1,-0.1,-6,3,9
9,0.0551556,0.682502,1.03387,0.331132,1,-0.1,-6,3,9
10,0.0214272,0.682502,1.05669,0.308309,1,-0.1,-6,3,9
11,0.00738092,0.682502,1.07196,0.29304,1,-0.1,-6,3,9
12,0.0262025,0.682502,1.08013,0.284875,1,-0.1,-6,3,9
13,0.0334104,0.682502,1.0829,0.282099,1,-0.1,-6,3,9
14,0.0299062,0.682502,1.08158,0.283425,1,-0.1,-6,3,9
