distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.973684,0.980933,0,1.96187,1,-0.1,-3,1,9
1,0.620351,0.980933,1.47286,0.48901,1,-0.1,-3,1,9
2,0.385906,0.980933,1.55268,0.409188,1,-0.1,-3,1,9
3,0.132202,0.980933,1.52784,0.434023,1,-0.1,-3,1,9
4,0.0879827,0.980933,1.42511,0.536752,1,-0.1,-3,1,9
5,0.249872,0.980933,1.30143,0.660431,1,-0.1,-3,1,9
6,0.317798,0.980933,1.23644,0.725427,1,-0.1,-3,1,9
7,0.270126,0.980933,1.28291,0.678958,1,-0.1,-3,1,9
8,0.14326,0.980933,1.38762,0.574243,1,-0.1,-3,1,9
9,0.0270173,0.980933,1.48798,0.473888,1,-0.1,-3,1,9
10,0.171462,0.980933,1.53839,0.423476,1,-0.1,-3,1,9
11,0.239947,0.980933,1.55105,0.410817,1,-0.1,-3,1,9
12,0.225351,0.980933,1.54897,0.412896,1,-0.1,-3,1,9
13,0.141376,0.980933,1.53052,0.431346,1,-0.1,-3,1,9
14,0.031303,0.980933,1.48993,0.471935,1,-0.1,-3,1,9
