distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.99998,0.999986,0,1.99997,1,-0.1,0,1,9
1,0.666647,0.999986,1.48334,0.516633,1,-0.1,0,1,9
2,0.466647,0.999986,1.56995,0.430017,1,-0.1,0,1,9
3,0.222202,0.999986,1.57517,0.424805,1,-0.1,0,1,9
4,0.0333531,0.999986,1.4825,0.517469,1,-0.1,0,1,9
5,0.272464,0.999986,1.30951,0.690458,1,-0.1,0,1,9
6,0.392242,0.999986,1.18983,0.810137,1,-0.1,0,1,9
7,0.360972,0.999986,1.22334,0.776629,1,-0.1,0,1,9
8,0.216686,0.999986,1.3575,0.642475,1,-0.1,0,1,9
9,0.0444642,0.999986,1.47632,0.523649,1,-0.1,0,1,9
10,0.13598,0.999986,1.55459,0.44538,1,-0.1,0,1,9
11,0.263819,0.999986,1.58108,0.418888,1,-0.1,0,1,9
12,0.297758,0.999986,1.58392,0.416048,1,-0.1,0,1,9
13,0.252972,0.999986,1.5798,0.420174,1,-0.1,0,1,9
14,0.151568,0.999986,1.55913,0.440842,1,-0.1,0,1,9
