distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.298128,0.406082,0,0.812164,1,-0.1,-1,3,5
1,0.218128,0.406082,0.570416,0.241749,1,-0.1,-1,3,5
2,0.151462,0.406082,0.635553,0.176611,1,-0.1,-1,3,5
3,0.0929432,0.406082,0.665892,0.146273,1,-0.1,-1,3,5
4,0.0620173,0.406082,0.672679,0.139486,1,-0.1,-1,3,5
5,0.0430173,0.406082,0.673446,0.138719,1,-0.1,-1,3,5
6,0.0314617,0.406082,0.672496,0.139669,1,-0.1,-1,3,5
7,0.0235252,0.406082,0.671149,0.141015,1,-0.1,-1,3,5
8,0.0189617,0.406082,0.670095,0.14207,1,-0.1,-1,3,5
9,0.0141778,0.406082,0.66875,0.143414,1,-0.1,-1,3,5
10,0.011684,0.406082,0.667946,0.144218,1,-0.1,-1,3,5
11,0.00843143,0.406082,0.666783,0.145381,1,-0.1,-1,3,5
12,0.00590617,0.406082,0.665786,0.146378,1,-0.1,-1,3,5
13,0.00394036,0.406082,0.664949,0.147215,1,-0.1,-1,3,5
14,0.00225538,0.406082,0.664188,0.147977,1,-0.1,-1,3,5
