distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.96,0.970951,0,1.9419,1,-0.1,3,7,14
1,0.893333,0.970951,1.14744,0.794458,1,-0.1,3,7,14
2,0.826667,0.970951,1.25554,0.686364,1,-0.1,3,7,14
3,0.76,0.970951,1.33667,0.605235,1,-0.1,3,7,14
4,0.693333,0.970951,1.39958,0.54232,1,-0.1,3,7,14
5,0.626667,0.970951,1.44839,0.49351,1,-0.1,3,7,14
6,0.56,0.970951,1.48548,0.456426,1,-0.1,3,7,14
7,0.493333,0.970951,1.51237,0.429532,1,-0.1,3,7,14
8,0.426667,0.970951,1.53012,0.411776,1,-0.1,3,7,14
9,0.36,0.970951,1.53949,0.40241,1,-0.1,3,7,14
10,0.293333,0.970951,1.54101,0.400893,1,-0.1,3,7,14
11,0.226667,0.970951,1.53506,0.406838,1,-0.1,3,7,14
12,0.16,0.970951,1.52193,0.419973,1,-0.1,3,7,14
13,0.0984615,0.970951,1.50357,0.438332,1,-0.1,3,7,14
14,0.0457143,0.970951,1.48313,0.458775,1,-0.1,3,7,14
