distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.528489,0.626275,0,1.25255,1,-0.1,6,3,9
1,0.401822,0.626275,0.871468,0.381083,1,-0.1,6,3,9
2,0.301822,0.626275,0.960538,0.292012,1,-0.1,6,3,9
3,0.198859,0.626275,1.0072,0.24535,1,-0.1,6,3,9
4,0.106267,0.626275,1.01669,0.235861,1,-0.1,6,3,9
5,0.0240444,0.626275,0.998906,0.253644,1,-0.1,6,3,9
6,0.0329926,0.626275,0.968742,0.283809,1,-0.1,6,3,9
7,0.0626222,0.626275,0.944607,0.307944,1,-0.1,6,3,9
8,0.0665111,0.626275,0.940803,0.311748,1,-0.1,6,3,9
9,0.0604,0.626275,0.946701,0.305849,1,-0.1,6,3,9
10,0.0495111,0.626275,0.956232,0.296318,1,-0.1,6,3,9
11,0.0373697,0.626275,0.965629,0.286921,1,-0.1,6,3,9
12,0.0263259,0.626275,0.973229,0.279322,1,-0.1,6,3,9
13,0.0183487,0.626275,0.978222,0.274328,1,-0.1,6,3,9
14,0.0140508,0.626275,0.980753,0.271797,1,-0.1,6,3,9
