distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.998025,0.998575,0,1.99715,1,-0.1,0,7,9
1,0.922469,0.998575,1.19275,0.8044,1,-0.1,0,7,9
2,0.855802,0.998575,1.29741,0.699738,1,-0.1,0,7,9
3,0.789136,0.998575,1.37689,0.620258,1,-0.1,0,7,9
4,0.722469,0.998575,1.43896,0.558191,1,-0.1,0,7,9
5,0.655802,0.998575,1.48741,0.50974,1,-0.1,0,7,9
6,0.589136,0.998575,1.52449,0.472657,1,-0.1,0,7,9
7,0.521199,0.998575,1.55211,0.445043,1,-0.1,0,7,9
8,0.453858,0.998575,1.5704,0.426753,1,-0.1,0,7,9
9,0.386914,0.998575,1.58037,0.416782,1,-0.1,0,7,9
10,0.320025,0.998575,1.5827,0.414448,1,-0.1,0,7,9
11,0.253176,0.998575,1.57782,0.419331,1,-0.1,0,7,9
12,0.186358,0.998575,1.56603,0.431122,1,-0.1,0,7,9
13,0.119734,0.998575,1.5476,0.44955,1,-0.1,0,7,9
14,0.0538977,0.998575,1.52298,0.474168,1,-0.1,0,7,9
