distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.999877,0.999911,0,1.99982,1,-0.1,0,3,9
1,0.702099,0.999911,1.45806,0.541763,1,-0.1,0,3,9
2,0.520988,0.999911,1.55455,0.445268,1,-0.1,0,3,9
3,0.284321,0.999911,1.58291,0.416915,1,-0.1,0,3,9
4,0.0765432,0.999911,1.53392,0.465898,1,-0.1,0,3,9
5,0.121012,0.999911,1.42879,0.571037,1,-0.1,0,3,9
6,0.274568,0.999911,1.3075,0.692325,1,-0.1,0,3,9
7,0.329965,0.999911,1.25485,0.744976,1,-0.1,0,3,9
8,0.282068,0.999911,1.30065,0.699169,1,-0.1,0,3,9
9,0.187284,0.999911,1.38078,0.619039,1,-0.1,0,3,9
10,0.0779012,0.999911,1.45655,0.543272,1,-0.1,0,3,9
11,0.0303816,0.999911,1.51441,0.485414,1,-0.1,0,3,9
12,0.128025,0.999911,1.55204,0.447784,1,-0.1,0,3,9
13,0.201415,0.999911,1.57112,0.428702,1,-0.1,0,3,9
14,0.205591,0.999911,1.57196,0.427858,1,-0.1,0,3,9
