distance,correlation,entropy,joint_entropy,mutual_info,J1,J2,h,R1,R2
0,0.829156,0.872988,0,1.74598,1,-0.1,2,1,5
1,0.211378,0.872988,1.39215,0.353827,1,-0.1,2,1,5
2,0.0519556,0.872988,1.30253,0.443443,1,-0.1,2,1,5
3,0.200474,0.872988,1.18415,0.56183,1,-0.1,2,1,5
4,0.195289,0.872988,1.18933,0.556642,1,-0.1,2,1,5
5,0.0518222,0.872988,1.35453,0.391442,1,-0.1,2,1,5
6,0.209896,0.872988,1.39203,0.353946,1,-0.1,2,1,5
7,0.134235,0.872988,1.38022,0.36576,1,-0.1,2,1,5
8,0.0291778,0.872988,1.31591,0.430069,1,-0.1,2,1,5
9,0.15356,0.872988,1.22799,0.517982,1,-0.1,2,1,5
10,0.129067,0.872988,1.24835,0.497631,1,-0.1,2,1,5
11,0.0095596,0.872988,1.33608,0.409894,1,-0.1,2,1,5
12,0.131748,0.872988,1.37964,0.366338,1,-0.1,2,1,5
13,0.111207,0.872988,1.37439,0.371585,1,-0.1,2,1,5
14,0.0195746,0.872988,1.32121,0.42477,1,-0.1,2,1,5
