"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.1536794865868845,0.8699164614898575,14.966666666666667
1,0.633367786045069,0.9714100729537412,16.033333333333335
2,0.6180367007374963,0.9789971403487886,16.133333333333333
3,0.6955350542438234,0.9758790592634738,16.466666666666665
4,0.7194270143688113,0.9758803621087043,17.1
5,0.7794434644887857,0.9975859747035392,16.9
6,0.7998580418585527,0.978645925268964,16.933333333333334
7,0.7990459401809182,0.9551950621102631,17.133333333333333
8,0.7705214614857406,0.9575094385873408,17.333333333333332
9,0.7996859499559362,0.9951028208792465,17.6
