"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.12452513804016764,0.826294805149961,14.866666666666667
1,0.5289194644911002,0.8418442914793925,16.8
2,0.5151990667136191,0.8332194833346769,17.233333333333334
3,0.6538283748691398,0.9723358859720147,17.9
4,0.6988270766260796,0.9677371198039433,17.966666666666665
5,0.6028829690777909,0.9764299379185367,18
6,0.6679753495667378,0.9776253735086465,18.466666666666665
7,0.6443215547148876,0.9764299379185367,18
8,0.7324492831249715,0.9764299379185367,17.833333333333332
9,0.662797961516725,0.9764285523742285,18.133333333333333
