"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.09600537474362159,0.8086237326483099,14.966666666666667
1,0.5916967379407723,0.841045744919922,16.2
2,0.6606148514169892,0.8163091065431783,16.366666666666667
3,0.7087479798259051,0.8203858409890746,16.333333333333332
4,0.7241622492921655,0.8494389356816491,16.633333333333333
5,0.713901214676181,0.9900644273508625,16.866666666666667
6,0.7231592746180853,0.9376661013881789,16.933333333333334
7,0.743103131382283,0.9723591699679012,17
8,0.6279773594643545,0.9749654944096261,16.366666666666667
9,0.6336998010762831,0.9750415900943561,16.7
