"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.08044368383279318,0.5914669677763538,9.825
1,0.382717494927629,0.904310290862962,11.2
2,0.516896256600357,0.9442034942303809,11.625
3,0.6715293225182047,0.959281107828444,12.35
4,0.7615406641682825,0.9946532585138653,12.575
5,0.7428710427645397,0.9824119675918238,12.725
6,0.7309078307748298,0.9579682436170998,13.05
7,0.7108760878739424,0.9998188166539105,12.7
8,0.7546900105614873,0.9998188166539105,12.425
9,0.7543088713095376,0.9998188166539105,12.6
