"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.07894276254386018,0.7362162766899055,9.725
1,0.3278003039978942,0.8137356196962626,10.3
2,0.5625876379452257,0.9533722401794505,10.7
3,0.6003510373990742,0.9533722401794505,10.625
4,0.6418297729612694,0.9533722401794505,11.4
5,0.6793228366994741,0.9531895442460979,11.175
6,0.6328421785809226,0.9533722401794505,11.35
7,0.6545390771502901,0.9928230437355494,11.775
8,0.651823423269338,0.9932779432947736,11.825
9,0.7561510165609149,0.9941218992866752,12.375
