"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.0912711444231308,0.7961323887597626,10.525
1,0.4186012609661874,0.8121367901859364,10.85
2,0.6290011789343073,0.8620526278010442,11.2
3,0.6251786011883855,0.932934826126829,11.15
4,0.6713528490278868,0.8451646891451151,10.7
5,0.6936857976083428,0.8456894344718876,10.625
6,0.6344468731644939,0.9699445154923265,10.625
7,0.7321101156164151,0.9702414646460187,11.35
8,0.7301287696513374,0.9891055998773259,11.675
9,0.7326421238530954,0.9891055998773259,11.625
