"Generation","Average Fitness","Best Fitness Individual","Average Correct Bits"
0,0.04449817748510774,0.6362998953330641,9.425
1,0.39306807729651283,0.9349974773333868,12.725
2,0.4924933437936045,0.9497789289990138,12.25
3,0.5477624569533536,0.9916676844845652,12.675
4,0.5557000429549096,0.9919706124039513,12.6
5,0.5268038424288299,0.9920084842490953,12.7
6,0.6648394344131596,0.9941029268972914,12.975
7,0.6346885197251331,0.9966766571952711,12.7
8,0.711883615814546,0.9971141214183056,12.925
9,0.6501127009989413,0.9971141214183056,12.725
